pair_id,piece_id,split,context_section,target_section,context_ntokens,target_ntokens,compound_ks,sim_bucket
1641,338,test,00338_s2_A_41-57,00338_s1_A_25-40,179,210,0.971275,sim:high
1642,339,test,00339_s0_A_2-17,00339_s1_B_18-33,249,235,0.984067,sim:high
1643,339,test,00339_s0_A_2-17,00339_s2_C_34-41,249,115,0.741809,sim:mid
1644,339,test,00339_s0_A_2-17,00339_s3_A_43-58,249,154,0.575436,sim:low
1645,339,test,00339_s0_A_2-17,00339_s4_B_59-74,249,154,0.562123,sim:low
1646,339,test,00339_s0_A_2-17,00339_s5_C_75-82,249,93,0.606125,sim:mid
1647,339,test,00339_s1_B_18-33,00339_s0_A_2-17,235,249,0.984067,sim:high
1648,339,test,00339_s1_B_18-33,00339_s2_C_34-41,235,115,0.750803,sim:mid
1649,339,test,00339_s1_B_18-33,00339_s3_A_43-58,235,154,0.578189,sim:low
1650,339,test,00339_s1_B_18-33,00339_s4_B_59-74,235,154,0.56931,sim:low
1651,339,test,00339_s1_B_18-33,00339_s5_C_75-82,235,93,0.617176,sim:mid
1652,339,test,00339_s2_C_34-41,00339_s0_A_2-17,115,249,0.741809,sim:mid
1653,339,test,00339_s2_C_34-41,00339_s1_B_18-33,115,235,0.750803,sim:mid
1654,339,test,00339_s2_C_34-41,00339_s3_A_43-58,115,154,0.579682,sim:low
1655,339,test,00339_s2_C_34-41,00339_s4_B_59-74,115,154,0.568026,sim:low
1656,339,test,00339_s2_C_34-41,00339_s5_C_75-82,115,93,0.595874,sim:low
1657,339,test,00339_s3_A_43-58,00339_s0_A_2-17,154,249,0.575436,sim:low
1658,339,test,00339_s3_A_43-58,00339_s1_B_18-33,154,235,0.578189,sim:low
1659,339,test,00339_s3_A_43-58,00339_s2_C_34-41,154,115,0.579682,sim:low
1660,339,test,00339_s3_A_43-58,00339_s4_B_59-74,154,154,0.73314,sim:mid
1661,339,test,00339_s3_A_43-58,00339_s5_C_75-82,154,93,0.882789,sim:high
1662,339,test,00339_s4_B_59-74,00339_s0_A_2-17,154,249,0.562123,sim:low
1663,339,test,00339_s4_B_59-74,00339_s1_B_18-33,154,235,0.56931,sim:low
1664,339,test,00339_s4_B_59-74,00339_s2_C_34-41,154,115,0.568026,sim:low
1665,339,test,00339_s4_B_59-74,00339_s3_A_43-58,154,154,0.73314,sim:mid
1666,339,test,00339_s4_B_59-74,00339_s5_C_75-82,154,93,0.715585,sim:mid
1667,339,test,00339_s5_C_75-82,00339_s0_A_2-17,93,249,0.606125,sim:mid
1668,339,test,00339_s5_C_75-82,00339_s1_B_18-33,93,235,0.617176,sim:mid
1669,339,test,00339_s5_C_75-82,00339_s2_C_34-41,93,115,0.595874,sim:low
1670,339,test,00339_s5_C_75-82,00339_s3_A_43-58,93,154,0.882789,sim:high
1671,339,test,00339_s5_C_75-82,00339_s4_B_59-74,93,154,0.715585,sim:mid
1672,340,val,00340_s0_A_9-16,00340_s1_A_17-27,203,149,0.63894,sim:mid
1673,340,val,00340_s0_A_9-16,00340_s2_B_28-36,203,89,0.55945,sim:low
1674,340,val,00340_s0_A_9-16,00340_s3_C_37-46,203,180,0.540584,sim:low
1675,340,val,00340_s0_A_9-16,00340_s4_A_47-54,203,203,1.0,sim:high
1676,340,val,00340_s0_A_9-16,00340_s5_A_55-65,203,149,0.63894,sim:mid
1677,340,val,00340_s0_A_9-16,00340_s6_B_66-74,203,89,0.55945,sim:low
1678,340,val,00340_s0_A_9-16,00340_s7_C_75-85,203,200,0.569223,sim:low
1679,340,val,00340_s1_A_17-27,00340_s0_A_9-16,149,203,0.63894,sim:mid
1680,340,val,00340_s1_A_17-27,00340_s2_B_28-36,149,89,0.58161,sim:low
1681,340,val,00340_s1_A_17-27,00340_s3_C_37-46,149,180,0.565269,sim:low
1682,340,val,00340_s1_A_17-27,00340_s4_A_47-54,149,203,0.63894,sim:mid
1683,340,val,00340_s1_A_17-27,00340_s5_A_55-65,149,149,1.0,sim:high
1684,340,val,00340_s1_A_17-27,00340_s6_B_66-74,149,89,0.58161,sim:low
1685,340,val,00340_s1_A_17-27,00340_s7_C_75-85,149,200,0.574034,sim:low
1686,340,val,00340_s2_B_28-36,00340_s0_A_9-16,89,203,0.55945,sim:low
1687,340,val,00340_s2_B_28-36,00340_s1_A_17-27,89,149,0.58161,sim:low
1688,340,val,00340_s2_B_28-36,00340_s3_C_37-46,89,180,0.872373,sim:high
1689,340,val,00340_s2_B_28-36,00340_s4_A_47-54,89,203,0.55945,sim:low
1690,340,val,00340_s2_B_28-36,00340_s5_A_55-65,89,149,0.58161,sim:low
1691,340,val,00340_s2_B_28-36,00340_s6_B_66-74,89,89,1.0,sim:high
1692,340,val,00340_s2_B_28-36,00340_s7_C_75-85,89,200,0.873192,sim:high
1693,340,val,00340_s3_C_37-46,00340_s0_A_9-16,180,203,0.540584,sim:low
1694,340,val,00340_s3_C_37-46,00340_s1_A_17-27,180,149,0.565269,sim:low
1695,340,val,00340_s3_C_37-46,00340_s2_B_28-36,180,89,0.872373,sim:high
1696,340,val,00340_s3_C_37-46,00340_s4_A_47-54,180,203,0.540584,sim:low
1697,340,val,00340_s3_C_37-46,00340_s5_A_55-65,180,149,0.565269,sim:low
1698,340,val,00340_s3_C_37-46,00340_s6_B_66-74,180,89,0.872373,sim:high
1699,340,val,00340_s3_C_37-46,00340_s7_C_75-85,180,200,0.98689,sim:high
1700,340,val,00340_s4_A_47-54,00340_s0_A_9-16,203,203,1.0,sim:high
1701,340,val,00340_s4_A_47-54,00340_s1_A_17-27,203,149,0.63894,sim:mid
1702,340,val,00340_s4_A_47-54,00340_s2_B_28-36,203,89,0.55945,sim:low
1703,340,val,00340_s4_A_47-54,00340_s3_C_37-46,203,180,0.540584,sim:low
1704,340,val,00340_s4_A_47-54,00340_s5_A_55-65,203,149,0.63894,sim:mid
1705,340,val,00340_s4_A_47-54,00340_s6_B_66-74,203,89,0.55945,sim:low
1706,340,val,00340_s4_A_47-54,00340_s7_C_75-85,203,200,0.569223,sim:low
1707,340,val,00340_s5_A_55-65,00340_s0_A_9-16,149,203,0.63894,sim:mid
1708,340,val,00340_s5_A_55-65,00340_s1_A_17-27,149,149,1.0,sim:high
1709,340,val,00340_s5_A_55-65,00340_s2_B_28-36,149,89,0.58161,sim:low
1710,340,val,00340_s5_A_55-65,00340_s3_C_37-46,149,180,0.565269,sim:low
1711,340,val,00340_s5_A_55-65,00340_s4_A_47-54,149,203,0.63894,sim:mid
1712,340,val,00340_s5_A_55-65,00340_s6_B_66-74,149,89,0.58161,sim:low
1713,340,val,00340_s5_A_55-65,00340_s7_C_75-85,149,200,0.574034,sim:low
1714,340,val,00340_s6_B_66-74,00340_s0_A_9-16,89,203,0.55945,sim:low
1715,340,val,00340_s6_B_66-74,00340_s1_A_17-27,89,149,0.58161,sim:low
1716,340,val,00340_s6_B_66-74,00340_s2_B_28-36,89,89,1.0,sim:high
1717,340,val,00340_s6_B_66-74,00340_s3_C_37-46,89,180,0.872373,sim:high
1718,340,val,00340_s6_B_66-74,00340_s4_A_47-54,89,203,0.55945,sim:low
1719,340,val,00340_s6_B_66-74,00340_s5_A_55-65,89,149,0.58161,sim:low
1720,340,val,00340_s6_B_66-74,00340_s7_C_75-85,89,200,0.873192,sim:high
1721,340,val,00340_s7_C_75-85,00340_s0_A_9-16,200,203,0.569223,sim:low
1722,340,val,00340_s7_C_75-85,00340_s1_A_17-27,200,149,0.574034,sim:low
1723,340,val,00340_s7_C_75-85,00340_s2_B_28-36,200,89,0.873192,sim:high
1724,340,val,00340_s7_C_75-85,00340_s3_C_37-46,200,180,0.98689,sim:high
1725,340,val,00340_s7_C_75-85,00340_s4_A_47-54,200,203,0.569223,sim:low
1726,340,val,00340_s7_C_75-85,00340_s5_A_55-65,200,149,0.574034,sim:low
1727,340,val,00340_s7_C_75-85,00340_s6_B_66-74,200,89,0.873192,sim:high
1728,341,train,00341_s0_A_3-21,00341_s1_B_22-29,234,124,0.877584,sim:high
1729,341,train,00341_s0_A_3-21,00341_s2_C_30-39,234,273,0.778133,sim:mid
1730,341,train,00341_s1_B_22-29,00341_s0_A_3-21,124,234,0.877584,sim:high
1731,341,train,00341_s1_B_22-29,00341_s2_C_30-39,124,273,0.746802,sim:mid
1732,341,train,00341_s2_C_30-39,00341_s0_A_3-21,273,234,0.778133,sim:mid
1733,341,train,00341_s2_C_30-39,00341_s1_B_22-29,273,124,0.746802,sim:mid
1734,342,train,00342_s0_A_1-12,00342_s1_A_13-20,304,224,0.972615,sim:high
1735,342,train,00342_s0_A_1-12,00342_s2_B_21-31,304,202,0.823464,sim:high
1736,342,train,00342_s1_A_13-20,00342_s0_A_1-12,224,304,0.972615,sim:high
1737,342,train,00342_s1_A_13-20,00342_s2_B_21-31,224,202,0.82613,sim:high
1738,342,train,00342_s2_B_21-31,00342_s0_A_1-12,202,304,0.823464,sim:high
1739,342,train,00342_s2_B_21-31,00342_s1_A_13-20,202,224,0.82613,sim:high
1740,343,train,00343_s0_A_2-15,00343_s1_A_16-25,174,210,0.927509,sim:high
1741,343,train,00343_s0_A_2-15,00343_s2_B_26-33,174,108,0.509142,sim:low
1742,343,train,00343_s0_A_2-15,00343_s3_B_34-45,174,218,0.528481,sim:low
1743,343,train,00343_s1_A_16-25,00343_s0_A_2-15,210,174,0.927509,sim:high
1744,343,train,00343_s1_A_16-25,00343_s2_B_26-33,210,108,0.528747,sim:low
1745,343,train,00343_s1_A_16-25,00343_s3_B_34-45,210,218,0.59605,sim:low
1746,343,train,00343_s2_B_26-33,00343_s0_A_2-15,108,174,0.509142,sim:low
1747,343,train,00343_s2_B_26-33,00343_s1_A_16-25,108,210,0.528747,sim:low
1748,343,train,00343_s2_B_26-33,00343_s3_B_34-45,108,218,0.938777,sim:high
1749,343,train,00343_s3_B_34-45,00343_s0_A_2-15,218,174,0.528481,sim:low
1750,343,train,00343_s3_B_34-45,00343_s1_A_16-25,218,210,0.59605,sim:low
1751,343,train,00343_s3_B_34-45,00343_s2_B_26-33,218,108,0.938777,sim:high
1752,344,train,00344_s0_A_9-16,00344_s1_B_17-24,168,160,0.645072,sim:mid
1753,344,train,00344_s0_A_9-16,00344_s2_C_25-32,168,312,0.595724,sim:low
1754,344,train,00344_s1_B_17-24,00344_s0_A_9-16,160,168,0.645072,sim:mid
1755,344,train,00344_s1_B_17-24,00344_s2_C_25-32,160,312,0.865932,sim:high
1756,344,train,00344_s2_C_25-32,00344_s0_A_9-16,312,168,0.595724,sim:low
1757,344,train,00344_s2_C_25-32,00344_s1_B_17-24,312,160,0.865932,sim:high
1758,345,val,00345_s0_A_1-8,00345_s1_B_9-22,72,134,0.587931,sim:low
1759,345,val,00345_s1_B_9-22,00345_s0_A_1-8,134,72,0.587931,sim:low
1760,346,train,00346_s0_A_9-27,00346_s1_B_28-36,346,88,0.55453,sim:low
1761,346,train,00346_s0_A_9-27,00346_s2_C_37-46,346,181,0.594935,sim:low
1762,346,train,00346_s0_A_9-27,00346_s3_D_47-62,346,338,0.591303,sim:low
1763,346,train,00346_s1_B_28-36,00346_s0_A_9-27,88,346,0.55453,sim:low
1764,346,train,00346_s1_B_28-36,00346_s2_C_37-46,88,181,0.596477,sim:low
1765,346,train,00346_s1_B_28-36,00346_s3_D_47-62,88,338,0.88662,sim:high
1766,346,train,00346_s2_C_37-46,00346_s0_A_9-27,181,346,0.594935,sim:low
1767,346,train,00346_s2_C_37-46,00346_s1_B_28-36,181,88,0.596477,sim:low
1768,346,train,00346_s2_C_37-46,00346_s3_D_47-62,181,338,0.618185,sim:mid
1769,346,train,00346_s3_D_47-62,00346_s0_A_9-27,338,346,0.591303,sim:low
1770,346,train,00346_s3_D_47-62,00346_s1_B_28-36,338,88,0.88662,sim:high
1771,346,train,00346_s3_D_47-62,00346_s2_C_37-46,338,181,0.618185,sim:mid
1772,347,val,00347_s0_A_3-10,00347_s1_B_11-22,98,137,0.829979,sim:high
1773,347,val,00347_s1_B_11-22,00347_s0_A_3-10,137,98,0.829979,sim:high
1774,349,train,00349_s0_A_3-10,00349_s1_B_11-18,77,101,0.72593,sim:mid
1775,349,train,00349_s0_A_3-10,00349_s2_C_19-22,77,88,0.655591,sim:mid
1776,349,train,00349_s1_B_11-18,00349_s0_A_3-10,101,77,0.72593,sim:mid
1777,349,train,00349_s1_B_11-18,00349_s2_C_19-22,101,88,0.656618,sim:mid
1778,349,train,00349_s2_C_19-22,00349_s0_A_3-10,88,77,0.655591,sim:mid
1779,349,train,00349_s2_C_19-22,00349_s1_B_11-18,88,101,0.656618,sim:mid
1780,350,train,00350_s0_A_2-20,00350_s1_B_21-40,289,312,0.635594,sim:mid
1781,350,train,00350_s1_B_21-40,00350_s0_A_2-20,312,289,0.635594,sim:mid
1782,351,train,00351_s0_A_13-28,00351_s1_B_29-36,209,144,0.791501,sim:high
1783,351,train,00351_s0_A_13-28,00351_s2_C_37-44,209,132,0.836673,sim:high
1784,351,train,00351_s1_B_29-36,00351_s0_A_13-28,144,209,0.791501,sim:high
1785,351,train,00351_s1_B_29-36,00351_s2_C_37-44,144,132,0.809318,sim:high
1786,351,train,00351_s2_C_37-44,00351_s0_A_13-28,132,209,0.836673,sim:high
1787,351,train,00351_s2_C_37-44,00351_s1_B_29-36,132,144,0.809318,sim:high
1788,352,train,00352_s0_A_2-9,00352_s1_A_10-17,157,157,0.982239,sim:high
1789,352,train,00352_s0_A_2-9,00352_s2_B_18-25,157,96,0.581009,sim:low
1790,352,train,00352_s1_A_10-17,00352_s0_A_2-9,157,157,0.982239,sim:high
1791,352,train,00352_s1_A_10-17,00352_s2_B_18-25,157,96,0.582081,sim:low
1792,352,train,00352_s2_B_18-25,00352_s0_A_2-9,96,157,0.581009,sim:low
1793,352,train,00352_s2_B_18-25,00352_s1_A_10-17,96,157,0.582081,sim:low
1794,354,test,00354_s0_A_17-24,00354_s1_B_25-35,49,116,0.821905,sim:high
1795,354,test,00354_s1_B_25-35,00354_s0_A_17-24,116,49,0.821905,sim:high
1796,355,train,00355_s0_A_3-10,00355_s1_A_11-18,70,71,0.990176,sim:high
1797,355,train,00355_s0_A_3-10,00355_s2_B_19-26,70,79,0.931568,sim:high
1798,355,train,00355_s1_A_11-18,00355_s0_A_3-10,71,70,0.990176,sim:high
1799,355,train,00355_s1_A_11-18,00355_s2_B_19-26,71,79,0.925629,sim:high
1800,355,train,00355_s2_B_19-26,00355_s0_A_3-10,79,70,0.931568,sim:high
1801,355,train,00355_s2_B_19-26,00355_s1_A_11-18,79,71,0.925629,sim:high
1802,356,train,00356_s0_A_3-10,00356_s1_B_11-18,72,75,0.635987,sim:mid
1803,356,train,00356_s1_B_11-18,00356_s0_A_3-10,75,72,0.635987,sim:mid
1804,357,val,00357_s0_A_3-10,00357_s1_B_11-18,88,78,0.611029,sim:mid
1805,357,val,00357_s1_B_11-18,00357_s0_A_3-10,78,88,0.611029,sim:mid
1806,359,val,00359_s0_A_2-9,00359_s1_A_10-17,102,100,0.978807,sim:high
1807,359,val,00359_s0_A_2-9,00359_s2_B_18-25,102,96,0.607173,sim:mid
1808,359,val,00359_s0_A_2-9,00359_s3_A_26-33,102,101,0.975305,sim:high
1809,359,val,00359_s1_A_10-17,00359_s0_A_2-9,100,102,0.978807,sim:high
1810,359,val,00359_s1_A_10-17,00359_s2_B_18-25,100,96,0.613262,sim:mid
1811,359,val,00359_s1_A_10-17,00359_s3_A_26-33,100,101,0.989186,sim:high
1812,359,val,00359_s2_B_18-25,00359_s0_A_2-9,96,102,0.607173,sim:mid
1813,359,val,00359_s2_B_18-25,00359_s1_A_10-17,96,100,0.613262,sim:mid
1814,359,val,00359_s2_B_18-25,00359_s3_A_26-33,96,101,0.604654,sim:mid
1815,359,val,00359_s3_A_26-33,00359_s0_A_2-9,101,102,0.975305,sim:high
1816,359,val,00359_s3_A_26-33,00359_s1_A_10-17,101,100,0.989186,sim:high
1817,359,val,00359_s3_A_26-33,00359_s2_B_18-25,101,96,0.604654,sim:mid
1818,360,val,00360_s0_A_3-10,00360_s1_B_11-15,128,115,0.635119,sim:mid
1819,360,val,00360_s1_B_11-15,00360_s0_A_3-10,115,128,0.635119,sim:mid
1820,361,train,00361_s0_A_1-16,00361_s1_B_17-24,76,26,0.528398,sim:low
1821,361,train,00361_s1_B_17-24,00361_s0_A_1-16,26,76,0.528398,sim:low
1822,366,val,00366_s0_A_11-18,00366_s1_A_19-26,102,99,0.787986,sim:high
1823,366,val,00366_s0_A_11-18,00366_s2_B_27-36,102,115,0.834858,sim:high
1824,366,val,00366_s1_A_19-26,00366_s0_A_11-18,99,102,0.787986,sim:high
1825,366,val,00366_s1_A_19-26,00366_s2_B_27-36,99,115,0.728412,sim:mid
1826,366,val,00366_s2_B_27-36,00366_s0_A_11-18,115,102,0.834858,sim:high
1827,366,val,00366_s2_B_27-36,00366_s1_A_19-26,115,99,0.728412,sim:mid
1828,367,train,00367_s0_A_1-8,00367_s1_B_9-16,112,64,0.53807,sim:low
1829,367,train,00367_s0_A_1-8,00367_s2_A_17-24,112,93,0.962832,sim:high
1830,367,train,00367_s0_A_1-8,00367_s3_B_25-32,112,64,0.537412,sim:low
1831,367,train,00367_s0_A_1-8,00367_s4_A_33-40,112,112,0.981327,sim:high
1832,367,train,00367_s0_A_1-8,00367_s5_B_41-48,112,45,0.518531,sim:low
1833,367,train,00367_s1_B_9-16,00367_s0_A_1-8,64,112,0.53807,sim:low
1834,367,train,00367_s1_B_9-16,00367_s2_A_17-24,64,93,0.525686,sim:low
1835,367,train,00367_s1_B_9-16,00367_s3_B_25-32,64,64,0.967392,sim:high
1836,367,train,00367_s1_B_9-16,00367_s4_A_33-40,64,112,0.553623,sim:low
1837,367,train,00367_s1_B_9-16,00367_s5_B_41-48,64,45,0.654937,sim:mid
1838,367,train,00367_s2_A_17-24,00367_s0_A_1-8,93,112,0.962832,sim:high
1839,367,train,00367_s2_A_17-24,00367_s1_B_9-16,93,64,0.525686,sim:low
1840,367,train,00367_s2_A_17-24,00367_s3_B_25-32,93,64,0.525146,sim:low
1841,367,train,00367_s2_A_17-24,00367_s4_A_33-40,93,112,0.949183,sim:high
1842,367,train,00367_s2_A_17-24,00367_s5_B_41-48,93,45,0.502182,sim:low
1843,367,train,00367_s3_B_25-32,00367_s0_A_1-8,64,112,0.537412,sim:low
1844,367,train,00367_s3_B_25-32,00367_s1_B_9-16,64,64,0.967392,sim:high
1845,367,train,00367_s3_B_25-32,00367_s2_A_17-24,64,93,0.525146,sim:low
1846,367,train,00367_s3_B_25-32,00367_s4_A_33-40,64,112,0.552961,sim:low
1847,367,train,00367_s3_B_25-32,00367_s5_B_41-48,64,45,0.649739,sim:mid
1848,367,train,00367_s4_A_33-40,00367_s0_A_1-8,112,112,0.981327,sim:high
1849,367,train,00367_s4_A_33-40,00367_s1_B_9-16,112,64,0.553623,sim:low
1850,367,train,00367_s4_A_33-40,00367_s2_A_17-24,112,93,0.949183,sim:high
1851,367,train,00367_s4_A_33-40,00367_s3_B_25-32,112,64,0.552961,sim:low
1852,367,train,00367_s4_A_33-40,00367_s5_B_41-48,112,45,0.53417,sim:low
1853,367,train,00367_s5_B_41-48,00367_s0_A_1-8,45,112,0.518531,sim:low
1854,367,train,00367_s5_B_41-48,00367_s1_B_9-16,45,64,0.654937,sim:mid
1855,367,train,00367_s5_B_41-48,00367_s2_A_17-24,45,93,0.502182,sim:low
1856,367,train,00367_s5_B_41-48,00367_s3_B_25-32,45,64,0.649739,sim:mid
1857,367,train,00367_s5_B_41-48,00367_s4_A_33-40,45,112,0.53417,sim:low
1858,369,train,00369_s0_A_3-10,00369_s1_B_11-18,52,57,0.586546,sim:low
1859,369,train,00369_s0_A_3-10,00369_s2_C_19-30,52,79,0.536659,sim:low
1860,369,train,00369_s0_A_3-10,00369_s3_D_31-38,52,39,0.546149,sim:low
1861,369,train,00369_s1_B_11-18,00369_s0_A_3-10,57,52,0.586546,sim:low
1862,369,train,00369_s1_B_11-18,00369_s2_C_19-30,57,79,0.551441,sim:low
1863,369,train,00369_s1_B_11-18,00369_s3_D_31-38,57,39,0.529649,sim:low
1864,369,train,00369_s2_C_19-30,00369_s0_A_3-10,79,52,0.536659,sim:low
1865,369,train,00369_s2_C_19-30,00369_s1_B_11-18,79,57,0.551441,sim:low
1866,369,train,00369_s2_C_19-30,00369_s3_D_31-38,79,39,0.516674,sim:low
1867,369,train,00369_s3_D_31-38,00369_s0_A_3-10,39,52,0.546149,sim:low
1868,369,train,00369_s3_D_31-38,00369_s1_B_11-18,39,57,0.529649,sim:low
1869,369,train,00369_s3_D_31-38,00369_s2_C_19-30,39,79,0.516674,sim:low
1870,370,train,00370_s0_A_3-10,00370_s1_B_11-18,72,79,0.776809,sim:mid
1871,370,train,00370_s1_B_11-18,00370_s0_A_3-10,79,72,0.776809,sim:mid
1872,371,train,00371_s0_A_1-8,00371_s1_B_9-16,68,66,0.903194,sim:high
1873,371,train,00371_s0_A_1-8,00371_s2_A_17-24,68,68,1.0,sim:high
1874,371,train,00371_s0_A_1-8,00371_s3_C_25-36,68,110,0.581188,sim:low
1875,371,train,00371_s1_B_9-16,00371_s0_A_1-8,66,68,0.903194,sim:high
1876,371,train,00371_s1_B_9-16,00371_s2_A_17-24,66,68,0.903194,sim:high
1877,371,train,00371_s1_B_9-16,00371_s3_C_25-36,66,110,0.621518,sim:mid
1878,371,train,00371_s2_A_17-24,00371_s0_A_1-8,68,68,1.0,sim:high
1879,371,train,00371_s2_A_17-24,00371_s1_B_9-16,68,66,0.903194,sim:high
1880,371,train,00371_s2_A_17-24,00371_s3_C_25-36,68,110,0.581188,sim:low
1881,371,train,00371_s3_C_25-36,00371_s0_A_1-8,110,68,0.581188,sim:low
1882,371,train,00371_s3_C_25-36,00371_s1_B_9-16,110,66,0.621518,sim:mid
1883,371,train,00371_s3_C_25-36,00371_s2_A_17-24,110,68,0.581188,sim:low
1884,372,train,00372_s0_A_1-8,00372_s1_B_9-12,104,64,0.878087,sim:high
1885,372,train,00372_s0_A_1-8,00372_s2_C_13-24,104,32,0.480205,sim:low
1886,372,train,00372_s0_A_1-8,00372_s3_D_25-32,104,71,0.802076,sim:high
1887,372,train,00372_s0_A_1-8,00372_s4_E_33-37,104,61,0.597771,sim:low
1888,372,train,00372_s0_A_1-8,00372_s5_F_39-40,104,16,0.788938,sim:high
1889,372,train,00372_s1_B_9-12,00372_s0_A_1-8,64,104,0.878087,sim:high
1890,372,train,00372_s1_B_9-12,00372_s2_C_13-24,64,32,0.695551,sim:mid
1891,372,train,00372_s1_B_9-12,00372_s3_D_25-32,64,71,0.760583,sim:mid
1892,372,train,00372_s1_B_9-12,00372_s4_E_33-37,64,61,0.83236,sim:high
1893,372,train,00372_s1_B_9-12,00372_s5_F_39-40,64,16,0.820286,sim:high
1894,372,train,00372_s2_C_13-24,00372_s0_A_1-8,32,104,0.480205,sim:low
1895,372,train,00372_s2_C_13-24,00372_s1_B_9-12,32,64,0.695551,sim:mid
1896,372,train,00372_s2_C_13-24,00372_s3_D_25-32,32,71,0.456208,sim:low
1897,372,train,00372_s2_C_13-24,00372_s4_E_33-37,32,61,0.559425,sim:low
1898,372,train,00372_s2_C_13-24,00372_s5_F_39-40,32,16,0.683185,sim:mid
1899,372,train,00372_s3_D_25-32,00372_s0_A_1-8,71,104,0.802076,sim:high
1900,372,train,00372_s3_D_25-32,00372_s1_B_9-12,71,64,0.760583,sim:mid
1901,372,train,00372_s3_D_25-32,00372_s2_C_13-24,71,32,0.456208,sim:low
1902,372,train,00372_s3_D_25-32,00372_s4_E_33-37,71,61,0.553862,sim:low
1903,372,train,00372_s3_D_25-32,00372_s5_F_39-40,71,16,0.795446,sim:high
1904,372,train,00372_s4_E_33-37,00372_s0_A_1-8,61,104,0.597771,sim:low
1905,372,train,00372_s4_E_33-37,00372_s1_B_9-12,61,64,0.83236,sim:high
1906,372,train,00372_s4_E_33-37,00372_s2_C_13-24,61,32,0.559425,sim:low
1907,372,train,00372_s4_E_33-37,00372_s3_D_25-32,61,71,0.553862,sim:low
1908,372,train,00372_s4_E_33-37,00372_s5_F_39-40,61,16,0.808215,sim:high
1909,372,train,00372_s5_F_39-40,00372_s0_A_1-8,16,104,0.788938,sim:high
1910,372,train,00372_s5_F_39-40,00372_s1_B_9-12,16,64,0.820286,sim:high
1911,372,train,00372_s5_F_39-40,00372_s2_C_13-24,16,32,0.683185,sim:mid
1912,372,train,00372_s5_F_39-40,00372_s3_D_25-32,16,71,0.795446,sim:high
1913,372,train,00372_s5_F_39-40,00372_s4_E_33-37,16,61,0.808215,sim:high
1914,374,train,00374_s0_A_1-8,00374_s1_A_9-16,80,78,0.699867,sim:mid
1915,374,train,00374_s1_A_9-16,00374_s0_A_1-8,78,80,0.699867,sim:mid
1916,375,train,00375_s0_A_1-8,00375_s1_B_9-16,54,41,0.58657,sim:low
1917,375,train,00375_s1_B_9-16,00375_s0_A_1-8,41,54,0.58657,sim:low
1918,376,train,00376_s0_A_24-31,00376_s1_A_32-39,157,177,0.755276,sim:mid
1919,376,train,00376_s0_A_24-31,00376_s2_B_40-47,157,233,0.640762,sim:mid
1920,376,train,00376_s1_A_32-39,00376_s0_A_24-31,177,157,0.755276,sim:mid
1921,376,train,00376_s1_A_32-39,00376_s2_B_40-47,177,233,0.636118,sim:mid
1922,376,train,00376_s2_B_40-47,00376_s0_A_24-31,233,157,0.640762,sim:mid
1923,376,train,00376_s2_B_40-47,00376_s1_A_32-39,233,177,0.636118,sim:mid
1924,377,train,00377_s0_A_3-6,00377_s1_B_7-14,54,75,0.829745,sim:high
1925,377,train,00377_s0_A_3-6,00377_s2_C_15-22,54,75,0.587922,sim:low
1926,377,train,00377_s1_B_7-14,00377_s0_A_3-6,75,54,0.829745,sim:high
1927,377,train,00377_s1_B_7-14,00377_s2_C_15-22,75,75,0.624895,sim:mid
1928,377,train,00377_s2_C_15-22,00377_s0_A_3-6,75,54,0.587922,sim:low
1929,377,train,00377_s2_C_15-22,00377_s1_B_7-14,75,75,0.624895,sim:mid
1930,381,train,00381_s0_A_1-12,00381_s1_B_13-20,48,29,0.734974,sim:mid
1931,381,train,00381_s0_A_1-12,00381_s2_A_21-32,48,45,0.914603,sim:high
1932,381,train,00381_s0_A_1-12,00381_s3_B_33-46,48,62,0.911349,sim:high
1933,381,train,00381_s1_B_13-20,00381_s0_A_1-12,29,48,0.734974,sim:mid
1934,381,train,00381_s1_B_13-20,00381_s2_A_21-32,29,45,0.846661,sim:high
1935,381,train,00381_s1_B_13-20,00381_s3_B_33-46,29,62,0.800278,sim:high
1936,381,train,00381_s2_A_21-32,00381_s0_A_1-12,45,48,0.914603,sim:high
1937,381,train,00381_s2_A_21-32,00381_s1_B_13-20,45,29,0.846661,sim:high
1938,381,train,00381_s2_A_21-32,00381_s3_B_33-46,45,62,0.847163,sim:high
1939,381,train,00381_s3_B_33-46,00381_s0_A_1-12,62,48,0.911349,sim:high
1940,381,train,00381_s3_B_33-46,00381_s1_B_13-20,62,29,0.800278,sim:high
1941,381,train,00381_s3_B_33-46,00381_s2_A_21-32,62,45,0.847163,sim:high
1942,382,train,00382_s0_A_3-16,00382_s1_A_17-30,237,323,0.885727,sim:high
1943,382,train,00382_s0_A_3-16,00382_s2_B_31-43,237,274,0.817342,sim:high
1944,382,train,00382_s1_A_17-30,00382_s0_A_3-16,323,237,0.885727,sim:high
1945,382,train,00382_s1_A_17-30,00382_s2_B_31-43,323,274,0.914534,sim:high
1946,382,train,00382_s2_B_31-43,00382_s0_A_3-16,274,237,0.817342,sim:high
1947,382,train,00382_s2_B_31-43,00382_s1_A_17-30,274,323,0.914534,sim:high
1948,383,train,00383_s0_A_4-13,00383_s1_A_14-21,145,126,0.92618,sim:high
